feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63
0.04585767,-0.10630965,0.11148953,0.16345023,-0.025750088,0.19189261,0.16225041,-0.066866584,0.1409646,-0.09471165,-0.06357168,0.02803501,0.0023728095,0.0067391936,-0.1385808,-0.04582954,0.030997809,-0.04130956,-0.14030871,0.09906848,-0.10319329,0.15015684,0.014868739,0.1298613,0.04075631,-0.13189831,-0.09572998,-0.03806191,0.081625625,-0.044509728,-0.035527397,-0.017967157,-0.12892532,0.09237823,-0.035727095,-0.024532711,0.101548426,0.08112844,0.20546994,-0.116669275,-0.002356892,-0.03376646,0.016178727,-0.1387875,-0.0409598,0.034684256,0.0226762,-0.1170751,-0.068317816,0.10028789,0.05968084,-0.07002606,-0.08167627,-0.0017787794,0.005944735,0.012623128,0.057968166,0.09395931,-0.07124909,-0.0046254327,0.004002443,0.08688036,0.028232252,0.14985418
0.009124792,-0.14483964,0.15427224,0.045501184,0.01747466,0.20431314,0.11340223,-0.061534274,0.14015464,0.017912306,-0.09412154,-0.02616835,0.03236821,0.045933843,-0.03296669,0.005910634,-0.030034307,-0.09491656,0.035975296,0.10818849,-0.046851866,0.108871974,-0.0713285,0.17313413,-0.01576545,-0.018460732,-0.14199282,-0.085605025,0.039375592,-0.058589574,-0.076222226,0.16812664,-0.029674051,0.066284545,0.056496102,-0.022003157,-0.022198398,-0.0059075863,0.043795098,-0.014647555,-0.05072928,0.018094873,-0.023872294,-0.07516842,0.09018242,0.04104486,-0.09548076,-0.050431214,0.014699456,0.043989513,0.052347034,-0.006693572,0.064072795,-0.10368628,-0.039024543,0.19689627,0.11278394,0.067341015,-0.100759946,-0.08798227,-0.08162442,-0.0030180325,0.08720595,0.006025134
-0.032158904,-0.06067166,0.038801584,0.0041002054,0.10075901,0.07711243,-0.066138044,-0.1397923,0.08826044,-0.13380912,0.055408843,0.05580571,0.03722383,0.08300537,-0.16762446,0.042628948,-0.0447911,-0.015053102,-0.06175341,-0.016803714,-0.055168547,0.0738721,-0.053655457,0.11722748,0.019582829,-0.02800994,0.03206452,-0.014528229,0.09200628,0.05861386,0.033733193,0.0049244147,-0.088397264,0.010597055,0.028198691,-0.008838879,0.04855555,0.07421079,0.06519931,-0.06478388,-0.031347904,-0.08974731,-0.043473754,0.028484516,0.08128816,-0.029984962,-0.041174266,-0.12094838,-0.08609997,0.13167098,0.096039854,0.07921426,0.017434912,-0.12106486,-0.004217542,0.020575656,0.026536226,0.07433195,-0.09638241,0.016097777,0.041148152,-0.001832092,0.029761055,0.08968586
-0.056653354,-0.10304376,0.034717172,0.01625909,0.100742795,0.17003942,0.03880628,-0.041722316,-0.018685477,-0.036863763,-0.06930086,0.089441106,0.042165652,-0.03300476,-0.09821248,0.02943588,-0.05995368,0.01615792,0.066535585,0.009321604,0.08310482,0.08147952,-0.060195435,0.075890206,-0.07416703,-0.033313733,-0.05447515,-0.041284308,-0.031110331,0.15575145,0.00649855,0.086146295,-0.100584246,0.13803375,0.030480659,0.03539047,-0.05201259,-0.037076913,-0.049019482,0.004962312,0.1378123,-0.022483744,0.025410246,-0.0042437348,0.0440063,0.073070906,-0.07866024,-0.040791973,-0.061848853,0.027685083,0.0943198,-0.07084968,-0.03513371,-0.15199964,-0.013447325,0.027665114,0.09139191,0.043872595,0.019470822,0.06848953,0.035022393,0.020329088,0.02997291,0.070317686
0.029848462,-0.10105563,-0.109809995,-0.042948037,-0.060868897,0.04993768,0.15148364,-0.016634306,0.020963363,-0.04197734,0.0126262065,-0.05013837,-0.110014185,-0.096708894,-0.009291116,-0.07297257,-0.025843501,-0.03755336,-0.061218802,-0.094040185,0.0033781535,0.009729814,-0.046131708,-0.029475972,-0.030697837,-0.0642695,-0.0635445,-0.084276445,-0.015594836,0.10501115,0.0665733,-0.0768807,0.004142467,0.07468389,0.078505345,0.01197973,-0.005152224,0.034866195,0.053237945,-0.025126245,0.07467349,0.01667083,8.799951e-05,0.032906987,0.04462718,0.034022424,0.0047322344,-0.040440295,3.64399e-05,-0.0895707,0.01835594,0.070558965,0.008942226,0.027773736,-0.047483,-0.06394228,0.0039129583,0.018964838,-0.021274602,-0.0002619198,-0.01094705,0.0059156218,-0.13658197,-0.0019277739
-0.028559238,0.14637373,0.049655624,0.14765789,-0.003802024,-0.027434645,0.08226447,-0.040775213,0.06306006,-0.02458433,-0.13010538,0.14861944,-0.07820849,-0.0072617847,0.0015080906,0.08069347,-0.06928246,-0.10024517,-0.048024446,-0.003751637,-0.033184394,0.11129155,-0.012897128,-0.017402697,0.01630354,0.06177616,-0.011083711,0.038398694,0.036608335,-0.017195085,-0.06881051,-0.12150059,-0.11132483,0.02700458,0.07046822,0.013250738,0.07857814,-0.041508887,-0.10338192,0.07572457,-0.04207059,-0.0041872645,-0.022988372,-0.15885456,0.030056266,0.048470706,-0.087597914,-0.07960324,0.08295405,-0.13508746,-0.045812067,0.003968151,0.14056222,0.09392638,0.0014841099,0.07382611,0.0904936,-0.023967309,0.019120265,0.11992242,-0.004049029,-0.008253947,0.055681065,-0.035740037
0.06069948,0.10839468,0.1520569,0.09915343,-0.073329784,-0.033180155,-0.0015251109,0.018669864,0.036061242,-0.09479436,-0.08234944,0.0033711542,-0.23402177,0.06950612,0.051766265,0.060494717,-0.07075867,-0.24039175,-0.13849373,0.0232191,-0.019933,0.11917869,-0.06836953,0.003557695,0.15107366,0.07509289,0.026694737,0.07450959,0.13831782,-0.08174653,0.0038745133,-0.04306924,-0.15863319,-0.028551772,0.030914055,-0.14459687,0.21152812,0.08492561,-0.06562348,0.11875554,0.08001323,0.10277862,-0.051555056,-0.3147794,-0.082841404,0.14278346,0.113642514,-0.13073044,0.23283799,-0.032470215,-0.13278297,0.14026843,0.16948678,0.14336118,0.21963017,0.06039875,0.17363414,0.08646532,0.009123685,0.14675862,-0.08098679,0.01988798,-0.0387893,-0.04448572
-0.086364426,0.0111437235,-0.025644396,-0.023842597,-0.10737866,0.1378776,0.03557633,0.07364159,0.17107625,-0.11120465,-0.10368295,0.14001136,0.026256079,0.031044548,-0.05406806,0.06506263,-0.029765721,-0.016138136,0.102267124,0.08971278,0.054778837,0.13079093,0.0037741393,0.04388121,0.01596915,-0.26320058,-0.12901871,-0.014523992,0.11296213,0.050487712,-0.048437513,0.018651765,-0.18960208,0.10844917,0.08949941,-0.08027643,0.001012851,-0.07399998,-0.08233181,0.08124922,-0.008617565,0.016921012,-0.11820031,-0.08523117,0.010762553,0.071946,-0.04491214,0.061264995,0.040096257,-0.15417466,-0.0051661013,-0.0810004,0.16305427,-0.063853994,0.019079475,0.099956624,-0.01474645,0.11671395,0.07409683,0.08398395,-0.050287884,-0.102261685,0.13420402,-0.08597893
-0.047492288,0.045696277,-0.04478933,0.021441815,-0.08092866,0.015219707,-0.04433491,-0.0077426047,0.088692516,-0.04198032,-0.13257034,0.18221116,0.103879996,0.09621355,0.11107041,0.06774212,-0.048259232,-0.100660495,0.056213133,0.11673784,0.105891295,0.012958456,-0.050632678,0.007336298,0.1619042,0.018258417,-0.09493009,0.16307168,0.08073747,-0.12637222,-0.17687035,-0.11074849,-0.053287107,-0.00617214,0.14089713,0.006992661,0.046866875,0.040840127,-0.18394281,0.1649853,0.08341163,0.1454127,0.055235017,-0.028005932,-0.1777434,-0.04861087,-0.02576873,0.06083612,-0.017324997,-0.03366417,-0.08365135,0.019486632,0.21714862,-0.06292141,-0.038093105,-0.039780397,-0.07810759,0.018802091,0.10522152,0.152473,-0.03243696,-0.041771505,0.01858389,-0.16359067
-0.09444677,-0.061646786,-0.19581637,-0.10470667,-0.037233967,0.033436522,0.014828228,-0.051353395,0.102292135,0.049653288,0.0175793,-0.02880625,0.09731783,0.17308348,-0.034984645,-0.017565906,-0.09875899,-0.10626999,0.0691329,-0.028326983,-0.027762521,0.06531624,-0.01235392,-0.042700987,0.035803936,0.100557774,0.04267416,0.038094502,0.16649258,0.02218104,-0.0501318,-0.065990224,-0.11243799,-0.01273319,0.10865198,-0.097938746,-0.081670724,-0.049092144,-0.19496427,-0.06375857,0.06695777,-0.084173836,0.14721727,-0.010706015,0.021867456,0.013706532,-0.08297789,0.10047438,-0.14216505,-0.02177036,-0.04060484,-0.09261212,0.12882632,-0.04599363,-0.10402185,0.096831836,-0.092033304,-0.008433981,0.074679874,0.1026514,0.07054246,0.036758672,-0.0045776754,-0.09707226
-0.01064706,0.0065935426,0.007387235,0.026546314,-0.023693513,0.20351364,0.23779517,-0.07399892,0.15906797,0.080705866,-0.08990359,-0.16867782,0.010209305,0.23996063,0.055184245,-0.065102875,0.027337728,-0.096144624,0.022375353,-0.13433017,-0.100948244,0.030214395,0.11635221,0.13658512,0.012125855,0.0069185,-0.11372619,-0.21213356,0.04398656,0.014002871,-0.051921178,0.20454377,0.009834082,0.0044745402,0.067001075,-0.14773792,-0.13720194,-0.050026506,0.021420434,-0.07163818,0.18190391,0.057095576,0.03288646,0.07206102,0.02803957,-0.050114974,-0.117386736,-0.06310676,0.05479981,0.16621754,-0.029643435,-0.059069842,0.18063869,-0.017357117,-0.050621044,0.16998065,-0.027139563,-0.12141551,-0.10886134,0.20245078,-0.029276123,-0.10008967,-0.14453049,-0.050819088
