feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63
-0.11998944,0.083129175,-0.0056498693,0.021318667,-0.076924644,-0.017222717,-0.09527151,-0.05416017,0.05739225,-0.11912332,-0.06270492,0.26254258,-0.05046118,0.10241477,-0.045249384,0.11543661,-0.099357665,-0.11714162,-0.0069367024,0.05739116,0.011968222,0.13388033,-0.013047118,0.06416084,0.081450775,-0.035047796,-0.084921084,0.071171,0.010928086,-0.024303475,-0.038297694,-0.043678053,-0.06587464,0.06371863,0.07385372,-0.04214512,0.13363098,0.0763269,-0.15804988,-0.022218553,0.010587387,-0.047865007,-0.03410467,-0.055679094,-0.024682019,-0.08659454,-0.029835757,-0.06301027,-0.12789783,-0.09823661,0.012243002,0.034616977,0.09687926,-0.046612635,-0.08518486,-0.039746556,-0.07091965,-0.013090678,-0.042339865,0.105440885,0.080882706,-0.12096973,0.16084859,-0.010717056
-0.040283866,-0.078972556,-0.07006648,0.011287498,0.06333929,0.14035095,-0.006908693,-0.081533894,0.11852552,0.008579569,-0.019656608,0.051712293,-0.17838937,0.0115057975,-0.08047971,-0.07696116,-0.105541244,-0.0931898,-0.10862911,-0.049261015,0.03193508,-0.02377134,0.004028339,0.041594006,-0.07216061,0.038860828,0.014922087,0.09160402,-0.01351661,0.027259711,0.02110469,0.029323736,-0.0041973223,0.018743558,0.08654819,-0.09300223,0.044385947,0.050090343,0.008149207,-0.05034803,-0.08497168,-0.02156733,-0.0071977465,0.016143717,-0.016914465,-0.02265662,-0.011126299,-0.034792114,0.0057029054,0.053665113,0.028738264,0.11454251,0.10721759,-0.13205673,-0.021932906,-0.015210491,-0.028879471,0.04674107,0.018903896,0.035375748,-0.053297445,-0.057205427,0.06412392,0.10913097
-0.26678973,-0.06097952,-0.033235073,-0.059916895,0.1196059,0.06139138,0.045155324,-0.21365984,0.07207568,-0.07767017,0.12157291,0.13800935,-0.09806534,0.06669192,-0.1780273,0.031186726,-0.021601012,-0.13802218,0.07295501,-0.1383612,-0.071302325,0.076729216,-0.18238519,0.1060502,-0.04827564,0.009927533,0.055357702,0.085274786,0.14911494,0.10737749,-0.024159294,0.20787011,-0.060863692,0.017759068,0.1517471,-0.21173738,0.05484288,0.03703748,-0.057083607,-0.024348948,0.18148327,-0.08617054,-0.06365376,-0.04069615,0.10988139,-0.07707739,-0.21231247,-0.05768594,-0.03113175,0.094178095,0.20402186,0.012133435,0.10452785,-0.14895715,-0.222343,0.12723412,-0.04555625,0.09499024,-0.057179432,0.10690603,0.057948582,-0.08219398,0.06852088,0.011550006
-0.23545344,0.14750987,-0.20602539,0.09477433,-0.020984055,0.015673326,0.049188044,-0.12516318,0.03156466,0.040837415,0.038199145,0.0587351,-0.05578418,0.17383055,-0.104769036,0.054579377,0.06698249,-0.027129803,-0.027036283,-0.103613965,0.03166013,0.058829058,-0.038575348,0.11348319,-0.06647249,0.04193441,0.00021605419,-0.049541578,-0.14796528,-0.043222614,0.04548306,-0.20860976,0.03346058,-0.1458373,-0.05156739,0.048016675,0.04581579,0.16522999,-0.029680995,-0.041059628,0.0918585,-0.1135487,0.027755706,0.060442653,0.04908935,0.022591162,-0.043664493,-0.04009994,0.0056791254,-0.16677098,-0.017225446,0.2044498,0.102021776,-0.0231284,-0.068870395,-0.055076256,-0.040430106,-0.123260185,-0.18182161,0.12906381,0.070104174,-0.22360122,0.11157328,0.028612088
0.004060441,-0.0494761,0.130367,0.11316909,0.08054016,-0.024618614,-0.00023874221,-0.05284943,-0.1721819,0.05491949,-0.10132756,-0.036718324,-0.11379288,-0.054961905,0.091664724,0.009518513,-0.116359875,-0.030284928,0.010295352,0.10085938,0.0054345764,0.018777877,0.0052227876,-0.14819972,-0.02650443,0.05912268,-0.042332504,-0.038728423,-0.11221805,0.22558896,0.12412961,0.10486907,0.037386756,0.09453439,-0.060006477,-0.100344844,0.0776412,-0.025942517,-0.053708762,0.123146996,0.21163692,0.027615476,-0.0002518456,-0.17794776,-0.09290893,0.0783498,-0.08338969,-0.085154444,0.04472533,0.083312735,0.0072008865,-0.007809477,-0.07322439,-0.08662741,0.039120503,-0.0738848,0.20681132,-0.0062187132,-0.090771005,-0.0124568185,-0.058261935,0.0894878,-0.10331505,-0.04769048
-0.08874336,0.05185186,0.020935278,-0.018099712,0.059082747,-0.044643737,0.078688525,0.028849958,-0.08227281,-0.11905942,-0.019045167,-0.035749402,-0.13480003,-0.06002298,-0.02655532,-0.023810884,-0.05121641,0.08905884,-0.021003798,0.06360038,-0.010896045,-0.08790438,-0.011072657,-0.021199059,-0.08040031,-0.014617794,-0.043749206,-0.071064316,0.012716699,0.15191908,0.10096686,0.021387678,-0.06438555,0.061141666,0.1063347,-0.07121153,0.09294516,0.01882656,-0.06282726,0.08005367,0.20142011,-0.020719659,0.007845877,0.0025539428,0.015670061,0.0054943454,0.046667576,-0.048199262,0.017023273,-0.036898382,0.05751049,0.04706123,0.040922467,-0.09000663,0.049136404,0.06544813,0.18360594,0.13705178,0.012950788,-0.09958674,-0.1214579,0.13164869,0.0007057096,0.08758433
0.028821219,-0.11585811,-0.024620892,-0.055120196,0.054160208,0.17884025,0.029326981,0.08554073,-0.15446551,0.30731234,-0.15080212,-0.17399213,0.16136171,-0.035203986,0.018560072,-0.092654236,-0.073258266,0.01351624,0.008324144,-0.15828766,0.13704114,0.018543417,0.011375347,0.1007107,-0.11883007,0.13876356,-0.078534804,-0.14894225,-0.07924591,0.25388333,-0.030920632,0.04769582,-0.081151135,0.059741724,0.082930304,0.18850686,-0.22049028,-0.03353414,-0.09869151,-0.071641825,0.24126774,0.05867298,0.08118793,0.062373295,-0.015504915,0.05149461,-0.062265765,0.06874316,-0.002748911,0.0027775082,-0.06457818,-0.038512975,-0.074012004,-0.11894204,-0.082232,-0.035975248,0.082169294,-0.12900244,-0.018175267,0.13810682,-0.056896254,0.06822022,-0.16417114,-0.021471404
-0.10151994,0.08732878,-0.014107568,-0.081671305,-0.07826458,-0.008198372,0.012443286,0.016785981,0.17641698,-0.16385427,-0.044829603,0.16469878,-0.0430889,-0.02647252,-0.0501884,0.042114403,-0.0152373975,-0.062508516,0.009755473,0.03450489,0.019933969,0.14272611,0.019378543,0.11736442,0.059431765,-0.058383737,-0.0010058149,0.010383971,0.10248072,-0.057729334,-0.11438385,-0.00013946582,-0.088386275,0.04908118,0.075186715,-0.07458218,0.031911984,-0.008946403,-0.0001616085,-0.064539455,0.06632884,0.048173014,-4.7947055e-05,-0.12257754,-0.010084632,-0.053076163,-0.041165385,0.0025425465,-0.071559936,0.08757256,-0.03882728,-0.04556361,0.09200237,0.020345842,0.022211662,0.002440163,-0.051498767,0.021418236,0.087918356,0.13223533,0.06238706,-0.0610568,0.13870218,-0.007391955
-0.14334546,0.057013422,-0.046667825,0.05270973,-0.06646357,0.03074914,0.14209394,0.0040006773,0.14941204,-0.07070354,-0.13572972,0.14494826,0.083949775,0.08148726,-0.08342894,0.035430364,0.02897798,0.003677349,0.10370144,-0.0033829673,-0.06660478,0.20102662,0.02158051,0.09092812,0.051972054,-0.21979332,-0.01863686,0.0144910365,0.15437746,-0.10702013,0.02053146,-0.03652055,-0.09449371,0.046050858,0.06755762,0.004425616,0.048305165,-0.049667586,-0.049029827,-0.014582158,-0.015436934,0.008280287,-0.04291295,-0.0861105,0.006155582,0.1155674,-0.029077448,0.08776435,-0.0029741165,-0.0961372,0.04422371,-0.018974546,0.16672926,-0.07071071,-0.10732579,0.15592991,-0.010257735,0.09674235,0.038237724,0.069855675,-0.02419401,-0.2741467,0.17292115,-0.034468308
-0.037304044,-0.010833396,-0.04857645,0.086376645,0.048494484,-0.07557558,0.0531788,-0.11387753,0.044719737,-0.08892766,0.08123293,0.0009312157,-0.28101504,0.0156201925,-0.10002057,-0.06563925,0.035898708,-0.10781037,-0.14013328,-0.104167216,-0.07363434,-0.09445188,-0.12388992,0.02005286,0.12469117,0.1253551,0.12695014,0.06867502,0.04884941,-0.014984165,0.07833555,0.014537857,0.033086695,0.026738223,-0.03704719,-0.16422078,0.22000971,0.2088121,0.008063661,-0.124383874,0.093621574,-0.012941079,0.07987426,-0.00814421,-0.009770242,0.016413739,0.019748379,-0.062253825,0.21861532,0.041735865,-0.015031324,0.11506346,0.111430705,0.04023679,0.05755261,-0.11004534,0.18716,0.079113096,-0.11271317,-0.0131943375,-0.08268767,0.0150901135,-0.0016006544,0.075113
0.11744013,-0.2683505,0.078701586,-0.2255611,-0.031444862,0.070113435,0.09748773,0.20108588,-0.035305396,0.08101407,-0.07304853,0.09283797,0.20033233,-0.15619966,0.18923531,-0.12292026,-0.07971208,-0.28768468,0.09486389,-0.1508506,0.17570214,0.06473352,0.17111427,-0.1045843,0.21507686,-0.06730418,-0.10024384,-0.07189336,0.0991301,0.15848094,-0.1117829,0.04232295,-0.15012155,0.15878442,0.1319333,0.03801083,-0.13358033,-0.21632814,-0.2849286,0.14010707,0.26955998,0.13724035,-0.06263454,0.20040353,-0.1975354,0.17491323,0.03582424,0.19297293,-0.2944696,0.056348298,0.20457552,-0.052188955,0.1577364,-0.23340568,0.10884043,0.064741075,-0.12934683,-0.21150616,0.28926992,0.0795167,-0.1754934,0.23437676,0.08835258,-0.107537836
-0.055583753,-0.08992555,-0.09782837,-0.015260596,0.026441246,0.06049108,-0.023778567,-0.0030325318,0.1737743,-0.05259616,-0.075153336,0.04408228,-0.0065965815,-0.106171004,-0.11593418,0.028989095,-0.09873299,0.003283257,-0.027401794,-0.008854068,0.14170511,0.10839597,-0.076856546,-0.015111795,-0.07777458,-0.107023016,0.082444966,0.0862044,0.053178873,0.07878089,-0.089951076,0.003326056,-0.11629261,0.069242306,0.07017047,0.040632717,0.11660586,0.08886019,-0.046634678,0.08329419,0.003881786,-0.04305634,-0.083077446,-0.012473935,0.024776168,0.14901197,-0.08100896,-0.090248615,0.056205496,-0.03370961,-0.0668848,0.020186318,0.15271172,-0.016524479,-0.0893353,0.092914194,0.019558473,0.04888015,0.026660388,0.15535843,-0.047290247,-0.017995642,0.027185746,-0.08435222
0.10052658,-0.046633486,0.04933592,0.101849884,0.048023008,0.020594338,-0.22008637,-0.0021868115,-0.04536894,0.025575148,0.023897128,0.035085205,-0.0731118,0.0026207797,0.00945065,0.10718371,-0.17134927,-0.09987949,0.01533475,0.0019981163,0.024568582,-0.059259895,-0.10939133,-0.24485646,0.03331966,0.121749006,0.03626949,0.15072809,-0.0036061709,0.02861448,0.008903509,-0.12535004,-0.042898715,-0.013449695,0.0158235,-0.07577419,0.16478215,0.101624645,-0.21289515,-0.08167703,0.17009692,-0.06771986,0.10916041,0.0024258732,-0.18401267,-0.010681454,-0.100577004,-0.07787994,0.018989557,-0.14993899,0.013878591,0.11652725,0.103854306,0.010886792,-0.04018687,-0.07286364,0.11861324,-0.117679216,0.034047946,0.10624777,-0.08929268,0.08114955,-0.02598365,-0.06458252
-0.15779112,-0.00019637182,-0.05244781,0.14104885,0.11993158,0.22420014,0.108432606,0.02682298,-0.025648955,0.12817867,-0.09885801,0.14238073,-0.0006697395,0.14267828,-0.13280737,0.037960224,-0.049801227,0.019640109,0.0032261773,0.062649466,-0.066779114,0.044491343,-0.122682594,0.0039333836,-0.14148197,-0.10358842,-0.15921414,-0.09405453,0.053838525,0.10173198,0.12277585,-0.060136598,0.060130183,-0.02899828,-0.15952767,-0.0022880516,0.039586756,0.0688229,0.080084324,-0.09050565,0.029985271,-0.073097244,0.1910718,-0.08699998,0.114881635,0.069529876,-0.21401337,0.065403335,-0.11312133,-0.21921864,0.1451023,0.13788147,-0.13697764,-0.20992044,-0.17418982,-0.16704851,-0.097668625,-0.15938835,-0.06218626,0.106439576,0.17214386,-0.028466126,0.14991187,0.08589256
-0.064276166,-0.035164777,-0.068387754,-0.076122396,-0.054826494,0.062505916,0.041666593,-0.010043547,-0.033588003,-0.09497343,-0.06779992,0.04044793,0.120821156,0.07315086,-0.092617065,0.027868545,-0.004031353,-0.103991665,0.018518144,0.03365823,0.04191592,0.044160355,0.0099184355,-0.02011557,0.18630622,-0.030162808,-0.022637328,0.15103215,0.08044016,-0.02698624,-0.03308351,-0.14708287,-0.042252686,0.12614202,0.14438798,-0.2128441,0.03292023,-0.0347005,-0.12791964,0.015520833,-0.04475947,-0.06207149,0.0056473888,-0.06674179,-0.03975153,0.050462224,-0.038060874,-0.0013532323,-0.10788426,-0.09331674,-0.016775286,0.065957315,0.15609998,-0.014455366,-0.17879856,0.0061777486,-0.060749162,0.07802313,0.12766595,0.018101523,0.07845241,-0.061659552,0.05033238,-0.02921848
-0.09923844,-0.09387237,-0.0014333639,0.04847061,0.12908125,0.071293145,0.09519794,-0.07747662,0.069741964,0.12420418,0.027747719,-0.08105115,0.039650265,-0.0058300947,0.06319465,0.08907445,0.034281936,0.06695111,0.05867751,-0.051850498,0.16448325,0.031157723,-0.00017948821,0.011518104,-0.05242795,0.025375135,0.008228512,-0.099609464,-0.2199099,0.26108548,0.07512878,0.00062883104,-0.062077735,0.09689787,0.13187426,0.0805599,-0.15983143,0.08865307,-0.077230394,0.049590345,0.23054105,-0.08569104,0.11790808,0.15094015,0.03846013,-0.09546932,-0.09225864,-0.041695893,-0.080945924,-0.0019850035,0.011874528,-0.040895585,-0.045556787,-0.063607045,0.089368686,0.04889349,-0.010923671,0.043028004,0.021555856,0.10508197,0.016419334,0.105762914,0.032048147,0.06095472
-0.11466693,0.20078348,0.108609565,0.12054576,-0.05744445,-0.067668274,0.05300868,-0.1687555,-0.0321611,-0.07706754,-0.12127952,0.14773309,-0.13347434,0.21165071,-0.043842643,0.13794689,0.08860744,0.04808861,-0.07475493,-0.056113675,-0.08798289,0.034118064,-0.14694877,-0.013224349,0.154124,0.12445322,0.0022167645,0.20986485,-0.037968166,0.025699684,-0.0048668957,-0.046660047,0.09127696,-0.03364493,-0.03622429,-0.15370193,0.13321236,0.028952844,-0.053016778,-0.05106426,-0.019973755,-0.0037562873,0.075979106,-0.11039953,-0.044918604,-0.029847981,0.071590066,-0.08266435,0.046185076,-0.06395761,-0.0477899,0.078111365,0.12822987,0.028712401,0.036642186,-0.08527266,0.016681705,0.09734039,-0.047802452,-0.06400054,0.07899552,-0.04484231,0.065099016,0.07423242
0.25108096,-0.12451717,0.16246463,-0.16338158,-0.23210762,-0.11789446,0.011894989,0.17812242,-0.08782246,-0.13446052,-0.15936959,0.27776557,-0.13983946,-0.19778627,0.2700237,0.095353246,-0.20710488,-0.2630984,-0.03389114,0.06753712,0.02711979,-0.07084679,0.12461527,-0.2138755,0.263024,-0.06864753,0.09352034,-0.1633283,0.2270397,0.021689363,-0.2913165,0.14464669,-0.17584264,0.13014048,0.24341634,-0.1326792,0.121605396,-0.20635475,-0.25596267,0.12186173,0.23282821,0.26700762,-0.03104892,0.02647275,-0.2566593,0.03173718,0.2419912,0.09020646,-0.08591033,0.21778336,0.04925702,0.0714824,0.20478103,-0.10169702,0.14760038,0.15849142,-0.1786969,0.12369498,0.2897024,0.06813346,-0.21195742,0.14054514,-0.18254167,-0.18941098
0.08827676,0.046576478,0.059386592,0.04322379,-0.037828248,-0.07752395,-0.08258526,-0.009065102,-0.000940636,-0.015775329,-0.047251124,0.10186912,-0.18524721,0.028237212,-0.025756255,0.17183214,-0.18995301,-0.13251281,-0.041121624,0.17557378,-0.032772914,-0.101497255,-0.0713079,-0.15987307,0.0761923,0.019308377,-0.0066324216,0.004054669,0.007745774,-0.02531695,0.08564634,-0.042364217,-0.016093735,0.026550598,0.040027417,-0.12946005,0.17455265,0.14482833,-0.003328654,0.015168175,0.09461217,-0.061971612,0.24261622,-0.08521169,-0.14266978,-0.081027806,0.012555016,-0.059409503,-0.0874134,0.054401707,-0.07852261,0.1497379,0.06532684,-0.0019013563,0.09286052,-0.015299254,0.13967696,-0.056493822,-0.10320003,-0.12583691,-0.010231618,0.10867529,0.04707537,0.047574967
-0.09422663,0.06715019,0.03415969,0.16499427,0.0062958775,-0.092200264,0.07018488,-0.022773558,0.0064372593,-0.15477203,-0.06377923,-0.06383308,-0.08474675,0.10274139,0.029615698,-0.042070117,0.038230006,-0.039600667,-0.09911667,-0.042901233,-0.095075496,0.034616496,0.023686023,-0.071187206,0.03416149,0.118578136,-0.07243088,-0.084079176,-0.03220205,0.065097176,0.08153047,0.006092834,0.013578639,-0.03902104,-0.0034760183,0.090919495,-0.0090368055,0.0018077848,0.028497912,0.047125727,-0.063407056,-0.042525996,0.108164035,0.021731548,0.061236396,-0.058732957,-0.017289884,-0.13444711,0.060797315,0.084455214,0.06578298,0.008839726,0.012527144,0.10634397,0.09246875,-0.060732175,0.0014762171,0.063011274,0.006001819,0.032917514,-0.05382301,0.085949935,-0.055780962,0.01579853
-0.032046795,-0.13266876,0.05580085,0.12825911,0.10115746,0.094964735,0.01536277,0.013962392,0.12421815,0.05479997,-0.022796685,0.016682623,0.032100394,-0.039152175,-0.04627826,-0.02170733,-0.03293903,-0.047614448,-0.08949436,-0.10290778,0.08807036,0.10820269,-0.0012208998,0.05517261,-0.049248435,0.06289655,-0.01640438,0.10941907,0.06706072,0.031284947,-0.100685894,0.1412483,-0.051894467,-0.01278321,0.060216844,-0.12688792,-0.053761892,0.031630397,0.081177376,-0.035137028,0.057114568,0.026845742,0.100890085,-0.11156417,0.0014116772,0.06898755,-0.0607786,-0.120947324,0.055262756,0.07266263,0.0058263866,-0.007180564,0.08896683,-0.031670775,-0.085208334,0.036184806,0.13515519,0.089470066,-0.10045942,0.06045757,-0.07571991,0.08399085,0.02519181,0.08734764
-0.058073018,0.09413662,-0.21272911,0.015866097,-0.0786743,-0.010205691,0.0469304,-0.045729235,0.11464513,0.08853224,-0.031805668,0.02919065,-0.072125115,0.12542745,-0.13667057,0.06396074,0.062488254,0.07724984,-0.059274614,0.04424147,-0.041954692,-0.0011789622,-0.030421648,-0.029765196,-0.129413,-0.032015163,-0.09565767,-0.12436047,-0.21516155,0.018702442,0.17101248,-0.10477974,0.061643805,-0.026565751,-0.05429813,0.051372174,0.021828305,0.09610946,0.017678978,-0.049391363,0.13900776,-0.06712377,0.11055929,0.10948336,0.111846745,-0.07109552,-0.06372875,-0.06186571,-0.06668952,-0.20272075,-0.007225589,0.1698135,-0.05440124,-0.05428163,-0.016969845,-0.06712466,0.08935766,-0.13864848,-0.1698394,0.07367762,0.068567745,-0.11982737,-0.04142057,0.077639826
0.008975891,-0.14282945,-0.06410022,0.03118291,-0.0697123,-0.0779797,0.09295777,-0.013384978,0.062224466,0.10653046,-0.04332993,-0.13653925,-0.0017218998,0.10266132,-0.0381557,0.025017979,0.0052450704,0.08453698,-0.06661685,-0.025125574,-0.100570984,-0.055373948,-0.033687398,-0.062915094,-0.06978399,-0.01685639,-0.065790765,-0.080255635,-0.06500063,-0.008172516,0.12553819,-0.11213053,-0.057229534,-0.007837733,-0.026456553,0.18683267,0.04256811,0.09313316,0.042321574,-0.0151178995,0.014121047,-0.06436252,0.000883667,-0.011462746,0.008724063,-0.04040875,-0.04379465,-0.12225788,0.043458425,-0.2209038,-0.015187166,0.15850317,-0.012297033,0.018705783,-0.0052247564,-0.04950506,0.13169044,-0.050861105,-0.13976873,-0.07804795,0.051539946,0.051686883,-0.05324655,0.014116217
0.010001736,-0.09765889,-0.08345967,-0.024042191,-0.036020443,0.011642519,0.08219256,0.04391098,0.13314109,0.2097047,0.0108164,-0.12816772,-0.038895804,0.10632364,-0.039906327,-0.012640393,0.023271665,0.021230446,-0.062491834,-0.05180589,-0.014378238,-0.042233657,0.050725497,-0.06661954,-0.022259278,0.047382314,-0.09781048,-0.14871453,-0.18850715,0.011327464,0.10253519,-0.2573445,-0.014354563,0.053606045,-0.16811728,0.27139398,0.0299747,0.10031947,0.031573962,-0.011312036,-0.050406944,-0.08612241,0.11672876,0.1024954,0.030929593,-0.04058353,0.031931616,-0.2355992,0.122051075,-0.33811945,0.016133834,0.1984331,-0.078155875,0.023175333,0.04594041,-0.14353216,0.17909646,-0.17269695,-0.2325249,-0.07644754,0.10339438,-0.0016602494,-0.042944327,0.08715034
0.09976775,-0.052275512,0.16121753,0.08106749,-0.03650005,0.010802008,0.03807514,-0.05641611,0.13913353,-0.057329617,-0.1272556,-0.026842121,0.07352106,0.09688907,0.059226416,-0.07455331,0.06935812,-0.10377998,-0.037453327,-0.12170135,-0.30926967,0.116158254,0.115904115,0.17886797,0.14729191,0.10172513,-0.041103717,-0.12528686,0.15306886,0.0074045723,-0.030543692,-0.018025529,-0.072032414,-0.05175982,0.054389138,0.014056876,-0.091576636,-0.009580717,-0.07652506,-0.09590657,0.0041358643,0.1911586,-0.119578436,-0.1198378,0.00092683855,0.030415827,0.072774254,-0.112822436,0.17317125,-0.020179996,0.055224024,-0.03673421,0.15003942,0.15244329,-0.05923552,0.08678103,-0.061625313,-0.010212469,-0.099062294,0.037865166,0.0062836404,0.025994875,-0.15044543,-0.013859386
-0.061387643,-0.04182301,0.01604261,-0.07632292,0.049814932,-0.0642369,-0.16844437,0.07440139,-0.054558683,-0.019581469,-0.018515756,0.14174159,-0.14837894,0.02528888,-0.01368311,-0.04603288,-0.30929857,-0.30703616,-0.070825726,-0.08924617,0.10273475,-0.042437553,-0.07174735,-0.19489081,0.101257384,0.15337735,0.04731233,0.02003358,0.19562781,0.12130252,0.010017769,0.023006108,-0.03679797,-0.059355304,0.07695518,-0.16610812,0.021344393,-0.06299888,-0.1721182,0.20246214,0.1983033,-0.08124972,0.046114564,0.010088253,-0.15131971,-0.024233475,-0.0053289146,0.04259444,-0.115739234,-0.12598582,0.11660735,0.08349147,0.15266198,-0.12343659,-0.073853604,0.057239786,-0.057184823,-0.10449267,0.1198086,0.108320855,-0.15594453,0.1109724,-0.13560109,-0.012545921
-0.19017613,-0.12322622,-0.09896947,-0.04282825,-0.05927056,0.15757684,0.12501515,-0.087236114,0.1522195,0.047056597,-0.027125584,0.019111956,0.060417492,0.09548013,-0.19395451,-0.03183309,-0.08390261,0.057958513,-0.03295142,0.10469709,-0.04959279,0.12563753,-0.03875053,0.052911047,-0.07404144,-0.11148506,-0.14038782,0.059786845,0.003126044,-0.05674242,0.090985015,-0.07982425,-0.10552276,0.002278305,-0.0594556,0.12482545,-0.03649174,0.07769177,0.019972045,-0.15073587,-0.02290662,-0.14654815,-0.04123789,0.09214036,0.06845861,-0.09713092,-0.13966401,-0.04742157,-0.04806169,-0.116682425,0.1273159,0.113147944,-0.082170606,-0.082331404,-0.12694976,-0.13718344,0.011545834,-0.004753392,-0.10472496,0.07869276,0.10967479,-0.1828268,0.17095397,0.0500523
0.040073488,0.13848038,0.100984834,0.11413162,-0.08848145,0.050392035,-0.014142554,0.00079496606,0.051358014,-0.031254906,-0.073569156,0.06572602,-0.16131826,0.014236856,0.061723728,0.11941879,-0.08785399,-0.13321446,-0.101237185,0.005035546,0.041351516,-0.035163507,0.052034304,0.034689162,0.08822638,0.09904734,0.017580366,0.10071341,0.1236186,-0.085280314,-0.12254139,-0.07033315,-0.10645377,0.01129216,0.054371435,-0.12072757,0.18923606,0.06488388,-0.057489723,0.096293055,0.036086753,0.025874425,0.0011680477,-0.13806257,-0.0528881,0.047335565,0.03893353,-0.09662603,0.12796436,-0.0023340026,-0.08833427,0.021471813,0.18093373,0.036600307,0.14124733,0.122556016,0.14360777,0.031988043,0.022815024,0.08999686,-0.07052441,0.039496716,-0.0413208,-0.027129704
0.049758393,-0.1420735,0.084288016,0.04856388,0.00884,0.07239329,-0.15349278,0.1211517,0.032934345,0.07813511,-0.13777421,0.09279111,-0.06423659,-0.055521686,0.0076611964,0.018858725,0.031571575,-0.07935944,-0.08078372,-0.13356644,-0.063383505,0.10871035,-0.044042338,0.08530467,-0.047266625,-0.022382414,0.029104874,0.09232348,-0.017020097,-0.0026656552,-0.058871645,-0.0074836663,-0.022914043,0.10434023,0.12974432,-0.017566273,-0.06601888,-0.085237704,-0.112088285,-0.051194735,0.052518465,0.11385751,0.062623896,-0.027284004,0.033751372,0.22322832,-0.061254404,0.005817656,0.097554296,-0.16169062,-0.04928598,-0.0061011836,0.015010572,-0.06189653,-0.0017577216,0.07073887,0.0387183,0.058982767,0.01010421,0.04577001,-0.1412446,0.14489552,0.0020714279,-0.00089734385
0.011494176,0.10530807,0.034912206,0.04739158,-0.102089226,0.1686705,-0.09831691,0.010769753,-0.021467952,0.056132395,-0.08550007,0.13574384,-0.022948181,0.08671674,0.034555323,0.10527787,-0.05500058,-0.023806756,0.0737847,0.11025927,0.101492435,0.07634663,0.024178522,0.0135340355,-0.08606062,-0.07909878,0.019082043,-0.03932399,-0.027434109,0.0011516106,-0.101146415,0.11189748,0.0074187517,0.055476766,0.06592375,0.017134033,-0.04775372,-0.04422122,-0.046873182,0.11875703,0.1058321,0.05181596,-0.00790287,-0.047408286,-0.03140791,0.10680268,-0.10739404,0.05677127,0.0022244162,0.044324074,-0.01961315,-0.0981552,0.0490867,-0.010477692,-0.010406343,0.11209529,0.10081048,-0.015883824,0.10426052,0.064156845,-0.068074964,0.044103544,-0.027905772,-0.098991856
0.2612858,0.039918214,0.1814748,-0.0245426,0.011469955,-0.06671748,-0.06498198,0.14315033,0.01870815,-0.09388173,0.009650134,0.07686759,-0.22212218,0.04162213,0.16999662,0.1014257,-0.17080846,-0.34349683,-0.1932634,0.106512636,-0.0006109744,-0.097767904,0.0588677,-0.2550337,0.2627314,0.11406859,-0.07798504,-0.22061522,0.14597863,0.06406082,0.076462746,0.10339998,-0.14123398,0.14917226,0.078343734,-0.25530374,0.21959051,-0.03449717,-0.06477579,0.27973303,0.2113842,0.12035558,0.039544925,0.026524652,-0.3305791,0.099341094,0.25580928,-0.014676447,0.099892534,0.062505275,0.07585713,0.13640708,0.213049,-0.081741706,0.22950919,-0.06777996,0.07845324,0.08868037,0.15226284,-0.056903806,-0.22705434,0.25818825,-0.19834803,-0.107718274
0.0012779084,-0.13141383,-0.04875788,-0.12420302,-0.058456875,0.11420105,0.045171354,-0.09673091,0.0645502,0.09530813,-0.027262433,-0.0032286197,-0.10241373,0.0014639135,-0.07585465,-0.048966803,0.032136634,0.053942278,-0.12847549,0.008281406,-0.019173607,0.053685542,-0.0059609804,0.044130944,-0.04438113,-0.13224751,-6.4319865e-05,-0.07648635,-0.025878051,0.083518706,0.0093810735,0.057231247,-0.060296185,0.0764928,0.06833266,0.0639392,-0.013872425,0.028858908,-0.020324346,-0.026214948,-0.025946168,0.029731728,-0.03739745,-0.008152084,-0.07286947,0.055116072,-0.035965666,0.008920412,0.08140942,0.004878651,0.0069404724,-0.082860276,-0.040484466,-0.07987045,-0.0015208028,-0.032336637,0.013513006,0.0672138,0.019347752,-0.06092631,-0.05687299,-0.042102996,-0.012038404,0.05534853
