120601
47892	23473	2
2208	23473	5
39878	38407	1
23742	38407	0
28834	38407	4
5600	38407	2
42173	38407	0
4842	38407	1
39878	48117	2
23742	48117	1
42173	48117	1
4842	48117	2
47892	48117	3
39878	9483	3
42173	9483	2
4842	9483	3
43240	9483	0
41619	34213	4
19692	34213	0
2068	34213	0
33971	34213	0
45141	34213	0
42173	34213	3
47892	34213	4
23742	478	2
19692	478	1
2938	478	0
42173	478	4
35767	10255	0
29694	10255	0
23742	10255	3
19692	10255	2
42173	10255	5
2251	10255	0
35767	25006	1
29694	25006	1
23742	25006	4
19692	25006	3
42173	25006	6
2251	25006	1
23742	35017	5
2251	35017	2
39588	44694	0
41619	44694	5
23742	44694	6
42173	44694	7
19692	11051	4
42173	11051	8
19692	20796	5
42173	20796	9
19692	35792	6
19692	45491	7
42173	45491	10
15161	45491	1
24631	11864	4
19692	11864	8
19692	21582	9
42173	21582	11
19692	31483	10
37226	31483	0
2208	31483	0
19692	46236	11
37226	46236	1
2208	46236	1
19692	7606	12
28977	7606	0
37226	7606	2
19692	22363	13
6392	22363	0
28977	22363	1
19325	22363	0
37226	22363	3
2208	22363	2
28977	32298	2
19325	32298	1
37226	32298	4
2208	32298	3
24631	41945	5
19325	41945	2
37226	41945	5
2208	41945	4
450	8411	0
37226	8411	6
43240	8411	1
37226	18078	7
43240	18078	2
6392	33083	1
37226	33083	8
6392	42770	2
39355	42770	0
6392	9188	3
28977	9188	3
15161	9188	4
19692	18926	14
6392	18926	4
28977	18926	4
15161	18926	3
6392	28717	5
28977	28717	5
15161	28717	2
28882	26190	0
35189	26190	0
15247	26190	0
32047	26190	0
4784	26190	0
19506	26190	1
42703	26190	0
39201	26190	1
18859	26190	0
16018	26190	0
6018	26190	1
35189	2459	1
32047	2459	1
15363	2459	0
4784	2459	1
42703	2459	1
39201	2459	2
35189	12233	2
33822	12233	0
32047	12233	2
4784	12233	2
5258	12233	0
18628	12233	0
33822	36918	1
32047	36918	3
15363	36918	1
5258	36918	1
18628	36918	1
28278	22736	3
32047	22736	4
41367	22736	0
28744	22736	0
18628	22736	2
271	47373	0
28278	47373	4
32047	47373	5
5880	47373	0
34447	47373	0
31673	47373	0
10475	47373	0
39107	47373	0
41367	47373	1
28744	47373	1
18628	47373	3
1133	8812	0
28278	8812	0
32047	8812	6
19221	8812	0
10475	8812	1
41367	8812	2
28744	8812	2
16018	8812	1
1133	33460	1
28278	33460	1
34447	33460	1
41367	33460	3
31544	33460	0
28744	33460	3
16018	33460	2
28278	19299	2
15247	19299	1
19506	19299	0
34447	19299	2
41367	19299	4
15247	43978	2
34447	43978	3
41367	43978	5
15247	10299	3
34447	10299	4
41367	10299	6
31544	10299	1
15247	44740	4
40603	44740	0
41367	44740	7
31544	44740	2
11783	20858	0
15247	20858	5
40603	20858	1
21559	20858	0
41367	20858	8
31544	20858	3
16018	20858	3
4894	20858	0
1133	30772	2
15247	30772	6
40603	30772	2
21559	30772	1
41367	30772	9
16018	30772	4
4894	30772	1
23273	21637	0
15247	21637	7
40603	21637	3
41367	21637	10
16018	21637	5
4894	21637	2
23273	31530	1
11783	31530	1
15247	31530	8
40603	31530	4
41367	31530	11
23273	7652	2
11783	7652	2
15247	7652	9
41367	7652	12
5424	7652	0
39685	7652	0
23273	32350	3
33380	32350	0
11783	32350	3
36879	32350	0
24070	32350	0
1238	32350	0
39685	32350	1
33380	18138	1
11783	18138	4
36879	18138	1
24070	18138	1
1238	18138	1
39685	18138	2
33380	42835	2
36879	42835	2
24070	42835	2
1238	42835	2
47892	42835	0
23273	4142	4
33380	4142	3
36879	4142	3
41367	4142	13
1238	4142	3
42074	4142	0
20639	4142	0
44238	4142	0
23273	28772	5
33380	28772	4
11783	28772	5
41367	28772	14
1238	28772	4
42074	28772	1
33380	14695	5
11783	14695	6
40062	14695	0
7529	14695	0
41367	14695	15
1238	14695	5
16018	14695	6
6018	14695	0
42074	14695	2
47892	14695	1
40062	29605	1
17649	29605	0
7529	29605	1
41367	29605	16
16018	29605	7
42074	29605	3
17649	15448	1
41367	15448	17
42074	15448	4
18984	40112	0
40062	40112	2
33577	40112	0
7529	40112	2
41367	40112	18
16018	40112	8
18984	1439	1
11783	1439	7
40062	1439	3
33577	1439	1
7529	1439	3
41367	1439	19
7529	25946	4
41367	25946	20
16018	25946	9
18642	12026	0
33577	12026	2
7529	12026	5
41367	12026	21
18642	26816	1
1975	26816	0
33577	26816	3
7529	26816	6
41367	26816	22
16018	26816	10
18984	12819	2
14058	12819	0
7529	12819	7
41367	12819	23
18984	22507	3
33577	22507	4
7529	22507	8
18984	13573	4
2822	13573	0
7529	13573	9
18984	38262	5
2822	38262	1
18984	47962	6
2822	47962	2
2822	34041	3
44965	34041	0
2822	337	4
44965	337	1
18642	24875	2
30127	24875	0
44965	24875	2
18642	44531	3
30127	44531	1
44965	44531	3
23273	20647	6
18642	20647	4
23273	6664	7
18642	6664	5
36442	6664	0
23273	31328	8
18642	31328	6
36442	31328	1
36442	7457	2
36442	22210	3
15514	8233	0
24306	8233	0
36442	8233	4
23273	17907	9
15514	17907	1
36442	17907	5
11783	9040	31
11783	28541	38
16018	28541	11
33790	28541	0
11783	43412	32
16018	43412	12
11783	19539	8
11783	44227	9
11783	30196	33
11783	39888	10
11783	40725	11
40011	40725	0
11783	26596	12
16018	26596	13
11783	2828	13
11783	12621	14
11783	3619	15
11783	13374	16
11783	38060	17
40062	38060	4
11783	14137	18
40062	14137	5
36125	14137	0
23451	14137	0
11783	117	19
40062	117	6
36125	117	1
11783	24657	20
40062	24657	7
15514	24657	2
23451	24657	1
40062	912	8
15514	912	3
1238	912	6
23451	912	2
11783	25408	21
40062	25408	9
9862	25408	0
1238	25408	7
11783	35440	22
40062	35440	10
23273	11470	10
11783	11470	34
23273	45902	11
11783	45902	35
39201	45902	0
42128	45902	0
42749	12286	0
11783	12286	23
42128	12286	1
23273	31874	12
11783	31874	36
11783	22797	37
24306	22797	1
42128	22797	2
11783	47421	24
24306	47421	2
42128	47421	3
11783	18532	25
40011	18532	1
24306	18532	3
23451	18532	3
11783	43209	26
41367	43209	24
23451	43209	4
11783	19351	27
24306	19351	4
41367	19351	25
23451	19351	5
11783	29187	28
24306	29187	5
23451	29187	6
11783	5285	29
24306	5285	6
41367	5285	26
23451	5285	7
11783	29999	30
28968	29999	0
41367	29999	27
36442	29999	6
23451	29999	8
12011	30502	0
35420	30502	0
39387	30502	0
11190	30502	0
82	30502	0
39387	6603	1
8364	2898	0
1860	29133	0
41980	22908	0
34663	46514	0
17964	13150	0
43683	46351	0
33838	44037	0
33838	20901	1
7992	30827	0
7992	45592	1
35649	12128	0
37064	12128	2
11936	12128	0
35649	21843	1
11936	21843	1
2712	21843	0
35649	12915	2
2712	12915	1
2712	22627	2
2712	32551	3
2712	47273	4
43128	23435	1
29989	23435	3
43128	33365	0
35649	43062	3
35649	34170	4
37064	34170	3
29989	34170	0
43128	43869	4
37064	10215	0
43128	10215	2
37064	19992	1
43128	19992	3
35649	44645	5
29989	44645	2
33152	20746	0
26723	20746	0
26723	30677	1
26723	45436	2
26723	6767	3
26723	41148	5
26723	7560	6
18668	27060	0
26723	27060	4
29989	3274	1
37901	2160	0
37901	26715	1
21023	38638	0
34975	38638	0
24250	38638	0
5693	38638	0
38528	38638	0
21023	48340	1
34975	48340	1
24250	48340	1
34975	14763	2
24250	14763	2
34975	24461	3
25028	24461	0
34975	34455	4
34975	1526	5
24250	1526	4
46810	1526	0
16396	11282	0
34975	11282	6
24250	11282	3
16396	21032	1
24250	21032	5
24250	36025	6
34975	45711	7
24250	45711	7
34975	22581	8
16396	32510	2
34975	32510	9
24250	32510	8
16396	47228	3
16396	44408	4
31667	14443	0
47937	14443	0
7571	14443	0
1143	14443	0
24907	14443	0
44367	14443	0
29416	14443	0
13855	14443	0
21180	14443	0
45683	14443	0
16282	14443	0
47316	14443	0
33856	14443	0
40246	14443	0
19006	14443	0
32914	14443	0
13886	14443	0
41879	14443	0
11845	14443	0
1605	14443	0
43191	14443	0
44208	14443	0
28534	14443	0
25772	14443	0
43857	14443	0
15827	14443	0
27241	14443	0
33439	14443	0
42624	14443	5
40946	14443	0
8474	14443	0
33157	14443	0
15664	14443	0
1845	14443	0
44859	14443	0
1731	14443	0
17197	14443	0
3116	14443	0
12566	14443	0
36594	14443	8
7034	14443	0
38030	14443	20
31667	24153	1
47937	24153	1
24907	24153	1
33856	24153	1
40246	24153	1
32914	24153	1
11845	24153	1
28534	24153	1
25772	24153	1
43857	24153	1
15827	24153	1
33439	24153	1
40946	24153	1
38350	24153	0
9821	24153	0
15664	24153	1
3116	24153	1
12566	24153	1
38030	24153	21
31667	34136	2
47937	34136	2
24907	34136	2
762	34136	0
33856	34136	2
40246	34136	2
47428	34136	0
11845	34136	2
6569	34136	0
28534	34136	2
25772	34136	2
15827	34136	2
40946	34136	2
14370	34136	0
15664	34136	2
12566	34136	2
33210	34136	0
28254	411	0
28431	411	0
15214	411	0
762	411	1
33856	411	3
40246	411	3
13886	411	1
47428	411	1
17515	411	0
6569	411	1
25772	411	3
15827	411	3
42624	411	6
40946	411	3
20325	411	0
23212	411	0
44932	411	0
14370	411	1
15664	411	3
12912	411	0
12566	411	3
43502	411	0
33210	411	1
38030	411	22
28254	10187	1
762	10187	2
40246	10187	4
13886	10187	2
17515	10187	1
6569	10187	2
25772	10187	4
15827	10187	4
42624	10187	7
40946	10187	4
23212	10187	1
24052	10187	0
28858	10187	0
14370	10187	2
12912	10187	1
12566	10187	4
43502	10187	1
33210	10187	2
38030	10187	23
40246	24942	5
13886	24942	3
17515	24942	2
6569	24942	3
25772	24942	5
15827	24942	5
8985	24942	0
42624	24942	8
40946	24942	5
23212	24942	2
24052	24942	1
28858	24942	1
14370	24942	3
12912	24942	2
12566	24942	5
43502	24942	2
33210	24942	3
38030	24942	24
40246	34942	6
13886	34942	4
17515	34942	3
6569	34942	4
8985	34942	1
40946	34942	6
23212	34942	3
14370	34942	4
15664	34942	4
31406	34942	0
12912	34942	3
12566	34942	6
43502	34942	3
33210	34942	4
38030	34942	25
584	44624	0
40246	44624	7
13886	44624	5
17515	44624	4
40946	44624	7
14370	44624	5
15664	44624	5
31406	44624	1
12912	44624	4
12453	44624	0
12566	44624	7
33210	44624	5
584	10969	1
40246	10969	8
13886	10969	6
17515	10969	5
40946	10969	8
24052	10969	2
14370	10969	6
15664	10969	6
31406	10969	2
12912	10969	5
12453	10969	1
12566	10969	8
33210	10969	6
584	20721	2
40246	20721	9
13886	20721	7
19630	20721	0
40946	20721	9
15769	20721	0
24052	20721	3
14370	20721	7
15664	20721	7
12912	20721	6
12453	20721	2
12566	20721	9
33210	20721	7
584	35725	3
40246	35725	10
13886	35725	8
19630	35725	1
19906	35725	0
40946	35725	10
15769	35725	1
24052	35725	4
15664	35725	8
12453	35725	3
12566	35725	10
33210	35725	8
17860	11791	0
35666	11791	0
34529	11791	0
40246	11791	11
19906	11791	1
40946	11791	11
44932	11791	1
15664	11791	9
12453	11791	4
12566	11791	11
18964	11791	0
17688	11791	0
38030	11791	8
17860	21506	1
35666	21506	1
34529	21506	1
40246	21506	12
40946	21506	12
44932	21506	2
15664	21506	10
12912	21506	7
12453	21506	5
12566	21506	12
38030	21506	7
17860	31413	2
35666	31413	2
34529	31413	2
22143	31413	0
40246	31413	13
17515	31413	6
19906	31413	2
40946	31413	13
44932	31413	6
12912	31413	8
12453	31413	6
36907	31413	0
12566	31413	13
38030	31413	9
17860	46170	3
37341	46170	0
20415	46170	0
22143	46170	1
40246	46170	14
33473	46170	0
14691	46170	0
17515	46170	7
19906	46170	3
44044	46170	0
40946	46170	14
44932	46170	5
12912	46170	9
12453	46170	7
36907	46170	1
12566	46170	14
38030	46170	10
17860	7537	4
35666	7537	3
37341	7537	1
40246	7537	15
14691	7537	1
27313	7537	0
17515	7537	8
19906	7537	4
40946	7537	15
39504	7537	4
12453	7537	8
36907	7537	2
12566	7537	15
3727	7537	0
38030	7537	11
9265	22290	1
37341	22290	2
40246	22290	16
33473	22290	1
14691	22290	2
27313	22290	1
17515	22290	9
19906	22290	5
12731	22290	0
12453	22290	9
12566	22290	16
3727	22290	1
38030	22290	12
9265	32215	2
22801	32215	0
26694	32215	0
35666	32215	4
20415	32215	1
22143	32215	2
40246	32215	17
33473	32215	2
14691	32215	3
19906	32215	6
